Utterance,Start,End,Group,1,2,3,4
65,354.36,359.76,1,Ok so we got this ok,,,
66,361.23,365.07,1,Ooh that seems pretty good pretty close to me,,,
67,365.49,367.98,1,,How much was purple thirty,,
68,368.7,370.68,1,,Purple was thirty,Yeah,
69,370.86,372.84,1,,And yellow was fifty,,
70,373.89,380.58,1,Yeah try picking these two up and you can close your eyes and try to hold it from the,,Which would put eighty,
71,381.48,383.61,1,Yeah same point maybe,,,
72,383.7,388.41,1,I don't know its hard,,I almost feel like this one is still heavier,
73,388.44,390.51,1,,,,
74,394.62,399.66,1,,This one feels heavier still add like ten to this side I think,,
75,402.81,406.89,1,,It still feels heavier but it could just be,,
76,407.58,410.37,1,,,It is definitely denser which could be skewing,
77,410.52,412.5,1,,,Our perception of it,
78,413.43,415.83,1,Oh jeez yeah,So right now that's ninety grams,,
79,416.76,420.03,1,And na that's freaking that's way,,,
80,420.96,423.39,1,,That's a hundred,,
81,423.87,430.47,1,Yeah that feels pretty pretty similar to me and try switching it left hand right hand maybe,,,
82,432.66,435.72,1,,That does feel pretty similar give it a shot,,
83,437.46,439.44,1,,,,
84,440.4,442.53,1,,,Yeah I think its,
85,442.68,454.47,1,Yeah that's a good first guess and we get two so do you think we should a consensus on that one and this is fifty,Let's do it yeah a hundred I think,It feels really similar and that's a hundred grams,
86,455.37,459.27,1,Thirty twenty,Thirty twenty right ok yeah,,
87,460.26,464.28,1,Uh yeah so should we press the blue arrow,,,
88,464.64,473.25,1,The current weight of the last that was our first test ok,,We're on this screen right now should we go onto the next one,
89,473.37,479.88,1,Ok a hundred ok,,Two attempts a hundred will it tell us if we get it right or wrong ok,
90,481.71,485.94,1,That was not quite correct ok,,,
91,487.11,489.69,1,,I think you're thinking more,I think it's more if it's anything,
92,491.07,495.42,1,,Is that less right now oh,That's less right now,
93,495.72,502.83,1,Oh yeah that is where we were at,We were at this yet ok,No that's a hundred and ten,
94,504.9,511.29,1,The thing that sucks is that now we are finding about like torque and different other,Ooh,,
95,511.32,514.47,1,Perceptions of uh,,,
96,517.02,519.24,1,,I still think the brown one is heavier than this,,
97,520.98,522.96,1,,,,
98,523.89,527.58,1,,It's hard to balance them,Yeah,
99,528.27,530.25,1,,,,
100,533.01,537.3,1,I wonder like I don't know what that one,,,
101,538.17,541.44,1,God yeah balances is hard,Yeah,,
102,541.74,545.94,1,So I think definitely it's either,,,
103,546.21,554.52,1,It's this or this because we can't even make these weights so it could be above them I know but like if we are thinking it's so close to a hundred,,That could be part of it,
104,555.57,561.69,1,Are probably errors within twenty,,Twenty  ,
105,562.08,565.26,1,So would you,No that doesn't do anything,,
106,565.59,574.71,1,,I would say either a hundred twenty or a hundred thirty because I feel like it would be possible for it to be out of range of what we can measure but,,
107,574.92,576.9,1,Yeah,,,
108,578.88,582.09,1,Yeah it's just weird,,,
109,589.86,602.07,1,I don't know I guess I would vote one of these two but what do you guys think,Between the two I would say a hundred twenty,,
110,603.9,608.64,1,,,It feels close I just can't tell if like,
111,609,612.75,1,,So right now this is one-twenty,One twenty,
112,618.81,623.4,1,Do you want to try one twenty then,,,
113,623.43,628.02,1,,Yeah it's either one twenty or one thirty for me so I think one twenty would be the best guess,,
114,630.57,641.28,1,Eighty grams wow,,What hey hey we were right about our margin of error of twenty we were just thinking in the wrong direction,
115,641.79,652.35,1,Yeah it's gotta be something to do with the verticality of this but yeah we  failed,,,
116,652.65,655.02,1,,,,For the final part of the task
117,655.17,666.21,1,,,,Read the scenario that will come up for the next part of the survey and estimate the weight of the next block and you will again have two attempts to estimate and explain your answer
118,666.24,669,1,,,,And you can now continue the survey
119,677.16,679.14,1,They didn't send us the next block,,,
120,679.23,686.61,1,So we ok,,,
121,686.94,692.37,1,Two oppurtunites to estimate the weight of the second block explain one,,It's the fibonacci series,
122,694.98,697.29,1,That's twenty ok um,,,
123,697.32,701.34,1,Explain in one to two sentence what I determined,,,
124,702.21,707.07,1,Ok yeah so we got one one two,,Yeah it's the fibonacci series,
125,707.37,712.26,1,Three three plus two is five five plus two,,,
126,712.62,723.9,1,Wow wait so one thirty ok,Eight eight plus five is one hundred thirty,Yeah,
127,724.11,729.42,1,F I B B or,,Um I have no idea how to spell Fibonacci,
128,729.69,731.79,1,It's F I B O,,,
129,732.75,739.02,1,And then N N or N A C C I yeah I need to resee it ,N A C C I I think so yeah,Yeah,
130,739.53,741.51,1,Yeah,,,
131,743.28,745.62,1,Pattern was recognized I guess,,,
132,748.38,753.45,1,,Can't be like three other patterns that people can do,,
133,754.77,757.89,1,Um yeah let's I think that's fine,,,
134,760.41,771.36,1,It was wow ok we we got that one correct because of mister power work ,Yeah that was a good thought,,
135,771.6,774.39,1,,Yeah no I wouldn't have thought of that,,
136,780.15,783.54,1,That's why you need three minds,,Yeah,
137,783.9,785.88,1,,,,
138,785.97,787.8,1,Eighty grams  ,Yeah I was thinking,,
