Utterance,Start,End,Group,1,2,3,4
108,641.07,651.99,10,weights of the prior blocks and use it oh okay. So these are ten ten twenty. Thirty,Prior blocks,Okay this is not quite correct. So between the weights of the,
109,652.2,667.29,10,Fifty it's Fibonacci or something right. One one two three five. Wait eight eighty maybe. Yeah,ten ten thirty fifty ,Wait wait what's. Two three five eight thirteen twenty. Eighty. Yeah that's Fibonacci definitely,
110,667.68,674.46,10,Ah I mean that's,Ten ten this is what twenty right one plus one two yup two plus one three yup,,
111,674.55,677.91,10,,three plus two five oh yeah that's fifty,,
112,677.94,692.22,10,Like maybe we can find a pattern,and five plus three eight yeah let's go for eighty then. That's a pattern that's it,Like just because of just becasuse that's Fibonacci. Because I'm not sure what this hint is this is saying relationship between the weights,
113,692.31,706.44,10,I'm not sure how far we can get by using the weight,Yeah it's. is is there any other series I'm not missing out I mean ten twenty thirty fifty,which means Is that the pattern or is that you know just use those weights. Right. That that is true anyway. And also I mean,
114,706.59,710.52,10,,,We don't really have to be correct I mean we're trying to be correct but,
115,711.21,722.31,10,Yeah but also like I can't judge anything by just holding things,,But eighty is a big difference like you know from a hundred to an eighty. Well let's try to see if there is a hint here,
116,722.52,726.36,10,,,This is eight RB. I think that that is eighty,
117,726.69,729,10,This is nine RB so,,I don't know what what's,
118,729.84,731.91,10,Oh no they don't have any hints here,,,
119,732.78,736.71,10,,,Eighty gram sounds seems like a ninety gram to me but,
120,736.8,741.87,10,,Eighty let's let's go for eighty. Yeah,It's cool we have to I guess. Eighty alright,
121,741.93,757.62,10,I would have gone for one thirty,Eighty there you go. Yeah,I would go for ninety but you guys are going for eighty. Alright. Cool. Okay,For the final part of this test read the scenario and estimate the weight of the missing second mystery
122,758.07,762.6,10,,What's this,,You will have two attempts to estimate and explain your answer you can now continue the survey
123,765.09,771.87,10,Can you read it out loud or something,Okay,Well the factory that creates the wooden blocks did not send us the second mystery block ,
124,771.96,781.47,10,,,You have two opportunities to estimate the weight of the second block explain in one two sentences how you determined your estimate. Indicate the weight of the second mystery block,
125,781.68,796.23,10,Fibonacci like let's say. That's the first one according to our translate. Thirteen one thirty,Eight. That's the first one. So eight plus five. Thirteen. Yeah there is one thirty. Eight plus five,Is that the first mystery block or the second mystery block,
126,796.59,800.01,10,,Just do it,Wait wait wait a second,
127,800.31,802.35,10,,Yeah,So that was the first mystery block,
128,802.44,810.78,10,,Yeah. The second one Means according to that statement is the second one. Mystery block two,and we already did that. Now this is. Yeah oh okay okay okay okay. Right,
129,810.87,813.03,10,,So eight plus five one thirty,,
130,813.84,820.08,10,Makes sense to me as much sense as I can make of it,Yeah. One thirty that's it,Okay,
131,820.41,823.38,10,,Follows Fibonacci series that's it,,
132,824.64,830.61,10,Follow Fibonacci. Please explain one,Yeah follows Fibonacci,Explain one,
133,830.91,834.45,10,,,,
134,836.04,838.89,10,,,mmm,
135,840.45,842.82,10,,,,
136,843.03,845.31,10,,,,
137,849.51,851.49,10,,,,
138,852.09,854.07,10,,,,
139,854.85,862.83,10,,And it works. And it works that's it,Second is one thirty right,
140,863.07,868.05,10,eighty plus fifty is,Yeah one one one thirty one thirty,Yeah it's one thirty it is I know that hang on a second one thirty,
141,868.71,871.92,10,Don't want to be incorrect in addition,,,
142,875.31,878.91,10,,,Okay,
143,881.04,889.65,10,,Yeah so we got it right. Do not for fall but please identify. Yay we completed it. Yeah,Okay. So yeah Fibonacci is what it is,
144,889.74,892.77,10,,Well they should ask this in GREs,,
145,892.89,895.2,10,,,,
