Utterance,Start,End,Group,1,2,3,4
36,233.58,236.64,5,I think this is fifty and this is thirty,I think that's fifty,,
37,236.79,241.5,5,And then here let's confirm this a little this here,,,
38,242.34,246.57,5,Yeah let's go thirty ok so that's thirty,And that one's thirty thirty,,
39,246.78,248.76,5,And then like this,,,
40,249.72,253.59,5,Yeah that's fine,I mean I don't I don't think we need to confirm this but we just do that one so I think we're,,
41,254.13,256.11,5,Ok cool,,,
42,256.2,259.92,5,Yes yeah do you want us to fill it out ,,Yes should I click through it,Have you filled that out on the survey
43,260.01,264,5,Well do you want us to hit like the next button right,,All the way ok cool,
44,266.91,269.49,5,,Ten ten,,
45,270.27,287.13,5,Fifty was yellow twenty was yeah we were right oh another block so we hit next on here,,Green was twenty yep nice,Ok now you will determine the weight of this mystery block without using the scale you will have two attempts to get the right answer and you can now begin
46,287.31,293.88,5,On the qualtrics survey ok hit next,So now we need to figure out just by holding them in our hands,,
47,294.42,297.15,5,We'll start with this this is definitely heavier than this,I guess we'll just start with the ten,,
48,297.21,300.84,5,Here,It's definitely heavier than yellow,Pass me yeah,
49,301.23,303.84,5,,,,
50,309,314.19,5,Ok yeah that's what I was kind of thinking but let's see,,Cool I would say it's almost twice as heavy,
51,316.35,319.95,5,Ok alright so what if we what if we this is eighty,This is fifty,,
52,320.16,328.02,5,,What if we flip it down there's a letter,,
53,331.17,335.64,5,I would say this is still heavier I would say brown is still heavier than eighty,,,
54,336.72,340.77,5,,,,
55,341.13,343.44,5,,,,
56,344.13,347.37,5,Yeah,Yeah it's still heavier definitely,,
57,347.55,349.95,5,Go ahead,I think so,,
58,350.25,352.65,5,,,,
59,354.78,356.76,5,,,,
60,359.1,361.59,5,,,Yeah I agree I think,
61,362.07,368.1,5,Ok yeah so now,,I'm not very good at hand weight but yeah I'd say,
62,368.25,374.04,5,This is a hundred,This is how much that's thirty fifty thirty twenty so that's a hundred,Uh so fifty thirty twenty,
63,376.41,378.39,5,That's really close actually,,,
64,388.59,393.21,5,You try it's close I don't know if it's exactly but it might be,,,
65,393.33,395.88,5,We'll have to add one of these and see,,,
66,397.02,405.69,5,That's ninety well no well I think this might still be heavier this way,,Maybe we'll try taking off the lighter of that block and do one ten under and then do that block and do one over,
67,405.75,407.73,5,,,Ok,
68,407.94,413.52,5,Yeah they're close go ahead,I can't tell if's really close,,
69,416.73,422.64,5,,I mean we know it can't be zero since ok cool,Feel identical,
70,425.58,428.01,5,Ok alright  ,,,
71,428.79,432.39,5,Add that to that add that,,Yeah I still say brown is,
72,432.78,442.23,5,No yeah yeah that was right yeah so add ten grams,,I would still say brown is heavier it might be a different way of measuring with the palm instead of your fingers but,
73,447.69,449.67,5,,,,
74,452.58,454.83,5,,,I'd still say brown  ,
75,454.98,456.96,5,Still heavier you think,,,
76,459.54,463.38,5,Yeah,,The distribution's kind of off when you hold them not in a straight line,
77,463.92,469.05,5,Go ahead,Give it a shot,,
78,473.46,475.44,5,,,,
79,476.22,478.44,5,,,,
80,480.36,484.53,5,,Still heavier,,
81,484.95,486.93,5,,,,
82,489.09,491.07,5,,,,
83,493.08,498.54,5,,I don't know I mean they're really close it's really hard to ,,
84,498.75,500.73,5,,To be sure of anything,,
85,501.18,503.25,5,,,,
86,504.09,509.7,5,,,It's werid cause of the distribution,
87,511.08,513.27,5,Now I can tell that this is lighter than this one,,,
88,513.33,515.52,5,,,So that's a hundred,
89,515.76,518.64,5,This is yeah one ten,,Pre red,
90,520.59,526.17,5,I think that's really close I think that's one ten,What if we add one more and see if it's heavier,,
91,527.67,532.59,5,Yeah this feels almost heavier than this one I think one ten is about close,,,
92,532.77,535.05,5,,,,
93,536.64,541.05,5,,Yeah I think this one feels heavier,,
94,541.92,544.68,5,,,,
95,550.2,552.6,5,,,,
96,556.05,564.03,5,Yeah that's yeah wait well did you take the top,So we can you think one ten,I can't really tell I did that initially,
97,564.6,566.58,5,Do it again now,,,
98,567.6,573.48,5,That feels closer yeah ok alright so let's go put one ten down,,That feels pretty identical yeah one ten,
99,573.66,576.42,5,,,We're good,
100,576.78,578.76,5,,,Cool,
101,579.96,595.95,5,It was not quite correct no alright alright,,So it was ten ten twenty um so the hint is think about the relationship between the weights of the prior blocks and use that pattern to determine the weight of the mystery block it was ten ten twenty thirty fifty,
102,598.68,613.17,5,Is this here this is a difference of ten is this a difference of fifty no it is these and this,So this plus this equals this,This is so no no it gets this plus this equals this this plus this equals this this plus this is or this plus this yeah so we're thinking eighty,
103,613.26,616.26,5,Yeah I mean that makes sense it would move here,,,
104,616.62,630.69,5,I mean it's green so it makes sense yeah because we got the answer wrong yeah maybe,I mean we can we can I guess we could feel it ok you know what this does feel pretty close I think maybe the distrubtuion just messed us up,That's weird that or are we sure that purple is still twenty,
105,631.59,633.57,5,,,,
106,634.2,637.02,5,,If I hold these together more,,
107,637.35,646.71,5,That makes sense,I think it's just hard cause these are these two are like separate so it feels different I don't know I I it's hard to tell,,
108,647.13,649.11,5,He's right,,,
109,649.65,652.53,5,,,,
110,652.65,671.31,5,That didn't work yeah you would have to ok alright,I think it's just the extra blocks like having them be seperate blocks just makes it really hard to tell you know which is heavier I only grab by the base right,I'm trying to do randomization without here spin them for me yep put them right between my fingers,
111,674.25,677.01,5,,I'm going to grab both of these by the base,,
112,682.74,689.4,5,Ok let's go with that let's go with eighty yeah,,I'm not great at handheld weighting cool,
113,689.94,691.92,5,,,,
114,692.01,709.08,5,Eighty grams alright cool next ok,,,For the final part of this task read the scenario and estimate the weight of the missing second mystery block you will have two attempts to estimate and explain your answer you may now continue the survey
115,709.2,718.32,5,Go ahead and read it I can't read it from here,,The factory that creates the wooden blocks did not send us the second mystery block,
116,718.35,729.51,5,If we decide to continue on the pattern,,You have two oppurtunities to estimate the weight of the second block explain in one to two sentences how you determined your estimate indicate the weight of the second mystery block yep,
117,729.78,732.81,5,One thirty weight makes sense,,,
118,732.99,735.48,5,,,So the pattern is,
119,736.53,750.69,5,The summation of the previous two which actually makes sense because this ten plus 0 is ten ten plus ten is twenty well yeah but yeah,So we're thinking it's like the Fibonacci series then  ,Of the previous two oh sure yeah pretty much it's the same idea,
120,751.86,764.7,5,One one yeah it is the fibonacci ok so go with that we're thinking one thirty,One thirty because,It is actually one one two three five eight one three so you're right it is literally the fibonacci ,
121,764.85,768.15,5,Yeah go ahead and explain it how you think,,,
122,769.05,772.65,5,,,,
123,773.07,776.49,5,,,,
124,777.87,781.74,5,,,,
125,782.13,784.53,5,,,,
126,784.62,796.74,5,,It's weird because these all together still feels light because you like yeah I think you understand its different blocks or this doesn't feel heavy but when have one small thing that's the weight of all of that it feels heavier that's the weird thing,,
127,797.16,799.14,5,,,,
128,800.13,818.58,5,Yeah that sounds right,Fi B O N A C C I,How do you spell Fibonacci F I B O N A C C I,
129,819.6,825.09,5,,,,
130,827.52,829.95,5,,,,
131,830.73,833.07,5,,,,
132,833.31,837,5,,,,
133,837.9,840.09,5,,,,
134,840.15,843.96,5,,,,
135,844.56,849.06,5,,,,
136,849.39,853.92,5,Typing so diligently,,,
137,854.04,862.2,5,That's good,Did you accidentally swipe back,Yeah that's one thing that CS has made me better at being precise,
138,862.95,866.01,5,,,,What happened
139,866.52,878.7,5,,,No it's the Chromebook if you swip on one side of it ok we know it's the pattern the increasing way the blocks is pattern it's the Fibonacci sequence,
140,879.51,881.49,5,,,,
141,882.36,889.56,5,,,By continuing the pattern for the second mystery block we got mystery block two,
142,890.34,903.69,5,Sure put that in,So this one yeah sounds good ,Equals prior heaviest block plus the one before that so now the equation is mystery block two equals eighty gram plus fifty gram equals one thirty gram cool,
143,903.93,906.03,5,,Fibonnaci sequence,Cool,
144,906.51,911.73,5,,And is one thirty,,
145,912.42,914.4,5,,,,
